page_nb;content;date;document_name
2;6. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Equipement prise en charge : ....................................................................................................................................................7 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;7. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Garantie de temps d’intervention :.......................................................................................................................................7 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;8. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Surveillance d’équipement : .......................................................................................................................................................7 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;9. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Administration des équipements réseaux : ................................................................................................................. 8 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;10. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Proposition et amélioration de l’existant :.................................................................................................................... 8 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;11. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Documentation client : ................................................................................................................................................................... 8 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;12. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Tarif : .............................................................................................................................................................................................................. 9 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;13. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Conditions de règlement : ........................................................................................................................................................... 9 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;14. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
2;Révision du tarif :................................................................................................................................................................................ 9 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;1. Produit infogérance : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;L’infogérance ne comprend aucune fourniture de matériels, pièces, accessoires, consommables, logiciels, mise à jour payante, abonnements ou autres. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;Les options souscrites par le client auprès de 3S-NUMERIQUE seront rajouté à la facture d’infogérance. Leurs descriptions et conditions seront défini dans leur condition particulières respectives. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;2. Validité du contrat : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;Ce contrat est signé pour une durée de 1 ans à compter du 01/01/2023 jusqu’au 31/12/2023. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;3. Contenu de la prestation : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;Seules les prestations mentionnées accepté par le client au titre du devis seront effectués par 3S-NUMERIQUE. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
3;Toute autre demande ou besoin non défini dans le devis ou défini dans ses conditions particulières du contrat sera exclu, et devrait faire l’objet d’un nouveau devis ou modification du contrat en vigueur. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Infogérance Iot Valley ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Ordinateur mac, PC, Windows ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Non ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Serveur ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Oui ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Équipement réseau ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Oui ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Support joignable par téléphone ou mail ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;9H-18H 5j/7 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Aide avec prise de contrôle à distance ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Illimité ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Garantie de temps d'interventions (jour ouvré) ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;24H ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Interventions sur site ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Inclus ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Intervention d'urgence à distance ou sur site ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Inclus ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Surveillance des équipements ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Télésurveillance 24/7 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Administration de vos réseaux ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Oui ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Proposition et amélioration de l'existant ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Oui ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Documentation complète de l'infrastructure ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Oui ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Sauvegarde locale + distance ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Option ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Anti-virus ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;Option ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;La définition des interventions d’urgence sont exclusivement les actions nécessaires au bon fonctionnement du système :  -  Gestion des coupures électriques programmées.  -  Coupure de la connexion internet ou modification nécessaire du réseau  -  Attaque informatique sur le réseau iot valley. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;4. Dates d’intervention, horaires : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;4.1. Support à distance : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
4;L’horaire normal du support à distance (téléphone, email, tchat…) d’une journée est réalisées entre 9h et 18h en semaine du Lundi au Vendredi. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;Toutes autre intervention en dehors de ses horaires sera considérée comme une intervention d’urgence. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;Les dates fixées d’un commun accord peuvent être modifiées exceptionnellement à la demande du Client, de 3S-NUMERIQUE ou en cas de force majeure ou d’empêchement externe (grève, intempéries). Une nouvelle date sera fixée d’un commun accord pour respecter le contrat le mieux possible. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;4.2. Intervention sur site : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;L’horaire normal du support sur site d’une journée est réalisé entre 9h et 18h en semaine du Lundi au Vendredi. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;Toutes autre intervention en dehors de ses horaires sera considérée comme une intervention d’urgence. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;Les dates fixées d’un commun accord peuvent être modifiées exceptionnellement à la demande du Client, de 3S-NUMERIQUE ou en cas de force majeure ou d’empêchement externe (grève, intempéries). Une nouvelle date sera fixée d’un commun accord pour respecter le contrat le mieux possible. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5; ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;5. Exécution du contrat: ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
5;Les prestations définies dans ce document comptent la mise en place d’outils de 3SNUMERIQUE permettant la gestion, la télésurveillance et la prise de contrôle à distance des systèmes informatiques. L’installation de ses outils sont nécessaire pour la bonne exécution du contrat et sont donc considéré comme accepté par le client. Ses outils ne rajouté aucun coût pour le client. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;6. Equipement prise en charge : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;Les équipements pris en charge par 3s-numerique sont du type :  -  Ordinateur personnel fixe ou portable installé avec Windows versions vista et supérieur.  -  Ordinateur personnel fixe ou portable MacOs X versions vista et supérieur  -  Ordinateur personnel fixe ou portable linux.  -  Serveur de type Windows server.  -  Serveur de type linux.  -  Routeur / Pare-feu  -  Switch  -  Boitier Wifi ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;7. Garantie de temps d’intervention : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;La garantie de temps d’intervention est le temps nécessaire par l’équipe de 3S-NUMERIQUE à prendre en compte votre demande, à faire une première évaluation et à vous rappeler pour soit solutionner la demande soit prévoir avec vous un rendez-vous physique ou à distance pour engager le règlement du problème. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;Ce temps d’intervention ne reflète en rien le temps nécessaire à la résolution d’une problématique. Cette problématique peut être dépendant d’élément extérieur non maitrisé par 3S-NUMERIQUE : délai de livraison, remplacement d’équipements, attente de service après-vente fournisseur… ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;8. Surveillance d’équipement : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
6;Sont prise en charge les équipements pouvant être surveillé par un agent installé ou par protocole réseau SNMP. Sont prise en charge les équipements suivants : switch, pare-feu, routeur, borne wifi et imprimante. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;9. Administration des équipements réseaux : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;Mise en place et entretien d’un réseau configuré pour répondre au besoin client en intégrant les méthodes de cybersécurités actuelles. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;10. Proposition et amélioration de l’existant : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;3s-numerique sera moteur pour vous conseiller de façon bisannuelle des évolutions et ou des améliorations de vos produits informatiques. Ses conseils peuvent être :  -  Nouveaux outils informatiques permettant une amélioration de la productivité.  -  Amélioration du coût par rapport au service d’outils utilisé.  -  Mise en concurrence sur des abonnements (logiciel, réseau informatique...).  -  Vétusté des équipements.  -  Vente de produit d’occasion ou neuf pour les remplacements nécessaires.  -  Formation des équipes aux outils et à la cybersécurité.  -  Cybersécurité ... ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;11. Documentation client : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;3s-numerique met en place pour le client une documentation sur l’informatique du client :  -  Inventaire des équipements.  -  Inventaire des logiciels et outils utilisé.  -  Inventaire réseau et configuration cybersécurité.  -  Mise en place d’un plan de continuité de l’activité.  -  Mise en place d’un cahier d’urgence. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;Ses éléments sont disponibles pour le client soit en physique soit sur le portail de partage de 3s-numerique. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
7;L’infogérance s’accompagne toujours d’un audit informatique du client permettant d’avoir une vision claire de l’état des systèmes et de la sécurité informatique. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;12. Tarif : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;L’infogérance est pour l’IOT VALLEY au prix de : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;13340,04 euros HT annuel. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;13. Conditions de règlement : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;Les prestations seront facturées en début de prestation et payé mensuellement par prélèvement SEPA. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;14. Révision du tarif : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;https://www.syntec.fr/indicateurs/indice-syntec/ ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;La révision du tarif est indexée grâce à l’indicateur SYNTEC du prix de l’évolution des services :  ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;Indice Syntec publié le 31/12/2022 Novembre 2022 : 289.97 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;Indice Syntec publié le 29/12/2023 Novembre 2023 : 307.0 ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;La révision du tarif est effectuée suivant la formule ci-contre : ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
8;Prix de l’infogérance actuel x (valeur de l’indice à N / valeur de l’indice du mois à N) = Nouveau prix. ;01/01/2023;2024 Condition particuliére - Infogérance - iot valley (1)
;"﻿Délais de transit   | Pénalités  
Entre 50 ms et 75 ms   | 25 %  
Au delà de 75 ms   | 50 %  ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;"﻿Taux de Disponibilité   | Pénalités  
Entre 99,70% et 99,85%   | 25 %  
< 99,70%   | 50 %  ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;﻿Codes Etablisst Guichet   | N° de compte   | Clé  R.I.B.  ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;﻿Codes Etablisst Guichet   | N° de compte   | Clé  R.I.B.  ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;"﻿Taux de Disponibilité   | Pénalités  
Entre 99,80% et 99,90%   | 25 %  
< 99,80%   | 50 %  ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;"﻿Délais de rétablissement   | Pénalités  
Entre 4H et 6H   | 50 %  
> 6H   | 100 %  ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;"﻿⮚Conditions du Transit IP Mediactive   | Service de connectivité Ethernet  
⮚Conditions Générales d’Utilisation   | Politique AntiSpam de Mediactive  
⮚Conditions de co-localisation Mediactive   | CNS pour Services de Gestion d’infrastructure  ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
;"﻿""En deux exemplaires originaux |  dont un pour chacune des Parties  ""
Pour le Client :   | Pour MEDIACTIVE  
Nom et titre du signataire dûment habilité   | Nom et titre du signataire dûment habilité  ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;CONTRAT DE SERVICES ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Le présent Contrat de Services Internet (le « Contrat ») est conclu entre la société Mediactive dénommée ci-après : « Mediactive » et le Client identifié ci-dessous. Le présent Contrat pourra être signé par télécopie et/ou en plusieurs exemplaires. Une fois signé par les deux parties, le présent Contrat prendra effet à la Date d’entrée en vigueur indiquée ci-dessous : ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;CLIENT : ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Immatriculation RCS : 53982773300020 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Signature autorisée :  ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;(Nom en majuscules) :  Hervé Schlosser ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Fonction :  Vice-Président ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Adresse de la société : ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;425;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;rue Jean Rostand ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;31670;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Labège ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;MEDIACTIVE : ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Immatriculation RCS : 393 078 647 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Signature autorisée :  ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;(Nom en majuscules) : ALEXANDRE LAFOND ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Fonction : Président ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;N° d’id. Client : IOTVALLEY ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;N° de contrat : IOT-01-150622 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Date d’entrée en vigueur : 22/06/2015 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Principal téléphone : +33.1.55.28.80.60 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Télécopie : + 33.1.55.28.80.61 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;DOCUMENTS JOINTS ET INCORPORES PAR REFERENCE : (cocher la case appropriée) ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Transit IP MEDIACTIVE ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions du Transit IP Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Service de connectivité ethernet ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions Générales d’Utilisation ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Politique AntiSpam de Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Transit IP MEDIACTIVE et Co-localisation ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions du Transit IP Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Service de connectivité Ethernet ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions Générales d’Utilisation ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Politique AntiSpam de Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions de co-localisation Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Transit IP MEDIACTIVE, Co-localisation et Services de Gestion d’infrastructures ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions du Transit IP Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Service de connectivité Ethernet ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions Générales d’Utilisation ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Politique AntiSpam de Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;⮚ ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Conditions de co-localisation Mediactive ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;CNS pour Services de Gestion d’infrastructure ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Ces documents sont partie intégrante du présent contrat. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Lorsqu’ils sont utilisés dans le présent Contrat, ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;« Services » désigne les services commandés par le Client sur une ou plusieurs Commandes de Services. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;« Commande de Services » désigne les documents signés par les parties et incorporés aux présentes par référence, indiquant les services spécifiques à fournir, la durée des Services, les prix et le calendrier de paiement, et toute autre disposition dont les parties conviendront réciproquement. Toutes les Commandes de Services seront soumises aux modalités stipulées dans le présent Contrat. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;« Services de Co-localisation et de transit IP » désigne la fourniture d’Espace de Co-localisation MEDIACTIVE et/ou de transit sur le Réseau pour la transmission de données de et vers Internet. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;« Services de Gestion d’Infrastructures » désigne les services de MEDIACTIVE liés à la gestion de l’infrastructure de site Internet. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;« Espace de Co-localisation MEDIACTIVE» désigne le l’emplacement physique, dans une installation de co-localisation, qui appartient à MEDIACTIVE ou est contrôlé par MEDIACTIVE, et exploité sous le nom de marque « MEDIACTIVE». ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;« Réseau MEDIACTIVE» désigne le réseau de routeurs, commutateurs et canaux de communication qui sont la propriété de MEDIACTIVE ou contrôlés par elle, et exploités sous le nom de marque « MEDIACTIVE ». ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Des termes supplémentaires sont définis ci-dessous. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;1. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
0;Prix des Services et facturation. Le Client s'engage à payer les Prix des Services mensuels afférents aux Services, les frais de Mise en Route du Service ainsi que les autres frais identifiés dans la ou les Commandes de Services ou dus par ailleurs au titre des présentes (ensemble, les « Prix de Service »). Les Prix du Service n’incluent pas les taxes en vigueur, qui seront facturées en sus et à la charge du Client. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;1.1 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Premier Versement. Dès l'acceptation de la Commande de Services par MEDIACTIVE et la signature du Contrat, le Client recevra la facture de Frais de Mise en Route correspondant à 50 % des frais d’installation du Service qui sera payable de suite. Une seconde facture représentant les 50% restant des frais d’installation du service, ainsi que le Prix du Service pour le premier mois, sera émise et sera exigible dès la connexion de l'Equipement du Client au Réseau ou au plus tard 5 jours après la date d’Entrée en Vigueur du présent Contrat. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;1.2 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Frais courants. MEDIACTIVE facturera le Client mensuellement et d'avance pour les Services, et mensuellement à terme échu pour tous les Services supplémentaires ponctuels consommés par le Client au-delà de ceux attribués facturés le mois précédent. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;1.3 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Paiement. Le Prix des Services doivent être réglés sous soixante (60) jours date de facture. En cas de retard de paiement, après mise en demeure par lettre recommandée avec accusé de réception restée sans effet pendant 15 jours, MEDIACTIVE percevra un intérêt d'un et demi pour cent (1 ½ %) par mois ou le taux maximum autorisé par la loi, le taux le plus élevé étant retenu. Les termes de l’article 9.1 ci-dessous demeurent réservés. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;2. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Services. MEDIACTIVE fournira les Services au Client selon les termes stipulés sur la ou les Commandes de Services, sous réserve des dispositions du présent Contrat. Les demandes de Services supplémentaires pourront être adressées par courrier à MEDIACTIVE, 3 cité Paradis 75010 Paris et prendront effet dès l'acceptation par MEDIACTIVE. Ces Services supplémentaires entraîneront une augmentation des Frais de Services stipulés dans la Commande de Services. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;3. Equipements. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;3.1 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Ventes d’équipements. Si une Commande de Services comprend la vente au Client d’un équipement (matériel, logiciel ou tout autre type d’équipement), le Client convient de payer à MEDIACTIVE les Prix spécifiés dans la Commande de Services, augmentés de toutes les taxes, droits d’importation et de douane et charges similaires applicables, selon les termes stipulés dans les présentes. Tous les risques de perte ou de dommage afférents à ces Equipements seront transférés au Client lors de la livraison ou de l’installation par MEDIACTIVE dans le centre d’hébergement du Client ou dans tout autre point désigné dans la Commande de Services. Le titre de propriété desdits Equipements est transféré au Client une fois que tous les sommes encore dues à MEDIACTIVE par le Client au titre de ces Equipements sont acquittés en totalité. Si le Client manque à ses obligations aux présentes, MEDIACTIVE pourra dans le strict respect des termes de la loi, entrer dans les locaux où se trouve les Equipement et enlever lesdits Equipements. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;3.2 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Equipements fournis par MEDIACTIVE. Le Client n’aura aucun droit sur tout Equipement fourni par MEDIACTIVE sinon le droit d’utiliser cet Equipement en en respectant les modalités d’utilisation et ce, pendant la durée indiquée et tant que les paiements sont à jour. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;4. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;"Garantie. MEDIACTIVE garantit qu’il fournira les Services à un niveau de qualité professionnelle conforme aux normes généralement acceptées dans la profession et dans le respect de toutes les lois et réglementations applicables. SAUF DISPOSITION CONTRAIRE DES PRESENTES, LES SERVICES SONT FOURNIS ""EN L’ETAT"" ET LE CLIENT UTILISE CES SERVICES A SES PROPRES RISQUES. MEDIACTIVE EXCLUT EXPRESSEMENT OU IMPLICITEMENT NOTAMMENT TOUTE GARANTIE D'ADAPTATION A UN USAGE PARTICULIER, DE NON-CONTREFACON, ET DE PROPRIETE, AINSI QUE TOUTE GARANTIE RESULTANT DES RELATIONS ANTERIEURES DES PARTIES, DES USAGES COMMERCIAUX HABITUELS. MEDIACTIVE NE GARANTIT PAS QUE LES SERVICES SERONT ININTERROMPUS, NE COMPORTERONT PAS D'ERREUR OU QU'ILS SERONT TOTALEMENT SECURISES. ";22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;5. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;Exclusion de responsabilité du fait des tiers. MEDIACTIVE n'est pas en mesure de contrôler le flux de données à destination ou en provenance du Réseau ou d'autres parties du réseau Internet. Ce flux dépend en majeure partie du bon fonctionnement et de la qualité des services Internet fournis ou contrôlés par des tiers. Périodiquement, les actes ou les omissions de ces tiers engendrent des situations empêchant le Client de se connecter à l’Internet (ou à des parties de ce réseau). MEDIACTIVE ne peut garantir que ces situations ne se produiront pas et, par conséquent, exclut toute responsabilité qui en résulterait. Si l'utilisation des Services par le Client ou son interaction avec l’Internet ou ces tiers nuit ou risque de nuire au Réseau MEDIACTIVE ou à ses activités, le Client autorise expressément MEDIACTIVE à suspendre les Services et à ne les restaurer que dès qu'elle estimera raisonnablement qu'il n'y a plus de danger ni de risque de danger pour le Réseau MEDIACTIVE ou ses activités. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;6. Limitations de responsabilité. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;6.;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
1;1.Dommage aux activités du Client. Sauf cas de faute lourde ou dolosive de MEDIACTIVE, MEDIACTIVE ne sera pas tenue responsable de dommages accessoires, indirects ou consécutifs (y compris, notamment, en cas de manque à gagner ou de perte de bénéfices) ou de toute perte de données, d'interruption ou de perte de Service (sauf dans les conditions décrites dans le Contrat de Niveau de Service applicable) ou de toute autre revendication analogue du Client ou liée aux activités du Client, même si MEDIACTIVE est informée de la possibilité de tels dommages. ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
2;6.2 ;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015
