page_nb;date;document_name;content
8.0;11/05/2020;IOT VALLEY - Contrat avec signatures;prendre toutes dispositions afin d'assurer a ses frais la fourniture des energies et utilites necessaires au bon fonctionnement de l'lnstallation et a la bonne execution du present contrat. informer au prealable le Prestataire de toute intervention sur l'lnstallation par des personnes etrangeres a celui­ci. s'interdire toute utilisation anormale de l'Installation. 3.2 -Mise en conformite Les travaux necessaires a la mise en conformite eventuelle de l'Installation avec la reglementation en vigueur pourront faire l'objet d'une intervention specifique du Prestataire aux prix et conditions a preciser. La realisation de ces travaux sera soumise aux conditions generales d'intervention du Prestataire en vigueur aujour de !'intervention. L'entretien objet du present contrat ne se substitue pas aux controles reglementaires auxquels l'lnstallation peut etre soumise et a la mise en conformite de celle-ci, vis a vis des textes en vigueur. En consequence, le Client est tenu de proceder, a ses frais (fournitures et main d'reuvre), a toutes les modifications de l'lnstallation necessaires a sa mise en conformite avec la reglementation en vigueur. 3.3 -Autres prestations a la charge du Client Le Client prend en charge a ses frais  - Le maintien en bon fonctionnement des divers appareils et installations pouvant avoir des repercussions sur l'Installation,  - Le remplacement du materiel suivant la frequence indiquee par le constructeur, ainsi que le remplacement des pieces atteintes par la limite d'usure quelle qu'en soit l'origine,  - la mise a disposition du Prestataire des moyens suivants si necessaire (nacelles),  - La conduite et la surveillance de !'ensemble de l'Installation,  - Les analyses supplementaires physicochimiques de l'eau des circuits de l'lnstallation,  - Les recherches de micro-organismes,  - Toute operation pouvant s'averer necessaire sur les reseaux de distribution aeraulique ou hydraulique,  - Et plus generalement, toutes les operations ne figurant pas dans les gammes de maintenance jointes en annexe 2. 3.4 -Assurances du Client Le Client s'engage a souscrire les assurances necessaires pour couvrir sa responsabilite vis-a-vis des tiers et a fournir sur demande au Prestataire les attestations correspondantes. 
8.0;11/05/2020;IOT VALLEY - Contrat avec signatures;3.5 -Acces aux locaux, conditions de travail Le Client s'engage a faciliter les interventions du Prestataire sur l'Installation et a mettre a disposition du Prestataire des acces securises et reglementaires. Le Client al'obligation d'assurer un acces securise a l'ensemble des toitures et terrasses. Aucune prestation ne pourra etre realisee dans les zones en hauteur non securisees par le Client. 11 devra s'assurer de la securite du personnel du Prestataire, notamment lors des interventions en dehors des heures de presence. Toute modification de l'environnement (structure du batiment et amenagement) entrainant un changement des conditions de travail de l'equipe d'intervention du Prestataire fera l'objet d'un avenant. 
9.0;11/05/2020;IOT VALLEY - Contrat avec signatures;ARTICLE IV -SECURITE -PROTECTION DE LA SANTE ET DE L'ENVIRONNEMENT 4.1 -Securite et Protection de la sante Le Client est tenu d'informer le Prestataire des regles et de leurs evolutions en matiere de prescriptions particulieres d'hygiene, de securite et de la protection de la sante applicables sur le Site. II organisera une inspection commune des lieux de travail, des installations qui s'y trouvent et des materiels ou engins eventuellement mis a la disposition du Prestataire. Le Prestataire s'engage a respecter l'ensemble des regles de securite du Client prevues le cas echeant dans ses regles de procedures intemes, consignes de securite et/ou reglement d'acces a l'etablissement. Une copie de ces documents devra etre communiquee par le Client au Prestataire au plus tard au moment de la premiere intervention sur l'lnstallation. Conformement au decret n° 92-158 du 20 fevrier 1992, pour toute presence du Prestataire sur le(s) site(s) du Client atteignant ou depassant 400 heures Homme par an ou a defaut, pour toute prestation avec risque(s) identifie(s), un plan de prevention devra etre etabli par ecrit par le Client en collaboration avec le Prestataire et signe des Parties. Si necessaire au perimetre d'intervention du Prestataire, le plan de prevention reprendra en annexe les conditions d'acces aux toitures et terrasses. 4.2 -Amiante En cas de presence de materiaux ou de produits contenant de l'amiante dans l'etablissement ou intervient le Prestataire, le Client communique au Prestataire une copie du dossier technique « Amiante » prevu par les articles 10-1 et suivants du decret n° 96.97 modifie. Le prix fixe au present contrat ne prend pas en compte les consequences de tous ordres qui decouleraient des mesures conservatoires mises en ceuvre par le client pour reduire l'exposition des occupants a l'amiante ou plus generalement de la decouverte d'un risque imprevu mettant en peril la securite, voire la sante du personnel. 4.3 -Elimination des dechets Le Client est responsable des dechets issus des installations et equipements de son etablissement. II Jui appartient d'en assurer ou d'en faire assurer I' elimination conformement a l'article L541-2 du code de l 'environnement. Pour les equipements electriques et electroniques (EEE) qui seraient mis en place par le Prestataire dans le cadre de ses prestations, le Client devra assurer l'organisation et le financement de l'enlevement de leurs dechets et de leur traitement conformement a l'article 18 du decret 2005-829. A ce titre, le traitement selectif, la valorisation et la destruction des dechets EEE collectes selectivement doivent etre realises conformement aux prescriptions prevues aux articles 21 et 22 dudit decret. Le non-respect par le Client des obligations ainsi mises a sa charge peut entrainer, a son encontre des sanctions penales prevues par le decret. 
9.0;11/05/2020;IOT VALLEY - Contrat avec signatures;ARTICLE V -ASSURANCE-RESPONSABILITE DU PRESTATAIRE 5.1 -Assuranee Le Prestataire est titulaire d'une police d'assurance garantissant les consequences pecuniaires de sa responsabilite civile pour les dommages corporels ou materiels causes aux personnes ou aux biens du Client du fait de l'execution du contrat dans la limite des clauses et conditions de ses polices. Ainsi, Le plafond de responsabilite du Prestataire est fixe pour les dommages materiels et corporels a 500.000 euros par sinistre quand bien meme sa police d'assurance comporte des montants de garanties superieurs. 
10.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"5.2 -Exclusion de responsabilite Le Prestataire ne pourra en aucun cas etre tenu responsable des consequences dommageables resultant de : • des defectuosites, defauts de conformite, vices de tout ou partie des Installations, de la non-conformite avec les reglements en vigueur des Installations pour lesquelles le Prestataire n'aura pas manque d'alerter le Client sans que les Prestations en consequence ne furent commandees. • des accidents materiels ou corporels susceptibles de se produire en cours d'exploitation (fonctionnement) des equipements irnputables a une negligence ou un usage anormal ou non-conforme des <lits equipements par le Client ou ses preposes ; • de !'intervention de personnes ou societe etrangeres effectuees sur les Installations. • Tout dommage indirect et/ou tout dommage immateriel tels que notamment les pertes de revenu, de gains d'exploitation, de marchandise, de clientele, le cout d'une interruption de fonctionnement etc..... "
10.0;11/05/2020;IOT VALLEY - Contrat avec signatures;La responsabilite du Prestataire est egalement degagee dans tous les cas ou le Client n'a pas respecte les obligations lui incombant decrites a !'article III et IV. Le Prestataire, ne pourra en aucun cas etre tenu responsable en cas de force majeure ou d'evenement independant de sa volonte tel que : incendie, degat des eaux, tempetes, phenomenes naturels catastrophiques, guerre, acte de terrorisme ou de sabotage, conflits sociaux, restrictions gouvemementales ou legales, le blocage, total ou partiel, des reseaux, des sources d'energie, notamment electrique, gaz, eau ou des moyens de telecommunication, dommages causes directement ou indirectement par des tiers et ne resultant par des interventions du personnel du Prestataire, et plus generalement en cas de fait ou evenement echappant a son controle et le mettant dans l'irnpossibilite d'executer tout ou partie de ses engagements. ARTICLE VI -CONDITIONS FINANCIERES -REGLEMENT DU PRIX 6.1 -Prix En contrepartie de la realisation des Prestations prevues au present contrat, le Prestataire percevra une redevance forfaitaire annuelle au taux en vigueur a la date de signature des presentes. L'incidence des variations du taux de TVA sera integralement repercutee. TARIFHT TARIFTTC Maintenance preventive des equipements avec acces astreinte incluse -liste en annexe 1 5 415 € 
10.0;11/05/2020;IOT VALLEY - Contrat avec signatures;6 498 € TOTAL (avec option) 5 415 € 6 498 € La main-d'reuvre des prestations non comprises dans la redevance forfaitaire du present contrat sera facturee au taux horaire de 47 euros hors taxe, soit 56,40 euros toutes taxes comprises. Le taux horaire sera majore en fonction de l'heure d'intervention comme suit:  - De 17h30 a 20h00 Gours ouvres) : +50%  - De 06h00 a 08h00 Gours ouvres) : +50%  - Nuit de 20h00 a 06h00 : +100%  - Samedi de 06h00 a 20h00 : +50%  - Dimanche et jours feries : + 100% Le prix unitaires de la main d'reuvre est assujetti a la revision de prix ci-apres. 
11.0;11/05/2020;IOT VALLEY - Contrat avec signatures;6.2 -Revision du prix La redevance forfaitaire annuelle indiquee ci-dessus sera revisee chaque annee, a la date anniversaire de prise d'effet du contrat, par application de la fonnule : P = Po [0,70 x S/So + 0,30 x FSDl/FSDlo] Dans laquelle : P = prix revise Po = prix de base du contrat So et S = valeurs initiale et finale de l'indice des salaires ICHT-IME (indice du coOt horaire du travail -tous salaries des industries mecaniques et electriques)-hors effet CICE publie par l'INSEE a la date de revision. FSDlo et FSDl = valeurs initiale et finale de l'indice « frais et services divers» publie par le moniteur confonnement aux preconisations figurant dans le communique de la DGCCRF, a la date de revision. La revision du montant du contrat s'effectuera a la date anniversaire selon les indices de base connus au mois de Avril 2020. 
11.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Si les indices de revision de prix ne sont pas parus au mois de revision defini ci-dessus, la revision sera faite sur la facturation des periodes suivantes. En cas de modification ou de suppression des indices indiques ci-dessus, le Prestataire est autorise expressement par le Client a substituer les indices economiquement les plus proches des indices initiaux. 6.3 -Conditions de paiement 6.3.1. La redevance forfaitaire sera payable d'avance (tenne a echoir) et en deux tennes (semestriellement), dans le mois qui suit la date d'effet du contrat. 6.3.2 Les interventions en regie seront facturees mensuellement. Les factures emises par le Prestataire sont payables a 30 jours date d'emission de la facture par virement bancaire au siege social du Prestataire en precisant le(s) numero(s) de facture(s). 6.4 -Suspension des Prestations pour 11011-paiement En cas de defaut de paiement de ses factures a l'echeance prevue, et huitjours apres l'envoi d'une mise en demeure adressee par lettre recommandee avec accuse de reception et demeuree infructueuse, le Prestataire se reserve le droit de suspendre ses Prestations sans autre fonnalite, et sans prejudice de l'application des penalites de retard decrites a l'article 6.5 et de tous dommages et interets. 
11.0;11/05/2020;IOT VALLEY - Contrat avec signatures;6.5 -Penalites de retard de paiement Le defaut de paiement a l'echeance de tout ou partie des sommes dues entraine de plein droit et sans mise en demeure prealable:  - l'exigibilite immediate de toutes les sommes restant dues,  - l'application d'interets moratoires, a compter dujour suivant l'echeance, au taux d'interet applique par la BCE a son operation de refinancement la plus recente majoree de 10 points et d'une indemnite forfaitaire pour frais de recouvrement de 40 (quarante) euros, confonnement aux dispositions de l'article L44 l-6 du code de commerce. En outre, sans prejudice des dispositions des alineas precedents, les sommes non reglees a l 'echeance sont de plein droit majorees de 20% a titre de dommages et interets et sans que cette indemnite ne soit inferieure a 150 (cent cinquante) euros. De plus, les frais de rejet d'effet de commerce, les frais et honoraires consecutifs au recouvrement des creances sont a la charge du Client. ŁŁŁ 
12.0;11/05/2020;IOT VALLEY - Contrat avec signatures;ARTICLE VII -FORCE MAJEURE 7. I -Les Parties ne pourront etre tenues responsables pour un manquement a l'une des obligations mises a leur charge resultant d'un cas de force majeure tels que les cas decrits a !'article 5.2 alinea 3. Si de telles circonstances survenaient, !'execution du present contrat serait suspendue jusqu'a la disparition du cas de force majeure. 7.2  -Si le cas de force majeure se poursuivait pendant une duree superieure a deux mois, les Parties engageraient des discussions en vue de modifier les termes du present contrat. Si elles n'arrivaient pas a se mettre d'accord, le present contrat pourrait etre resilie sans dommages et interets et/ou penalites, par l'une quelconque des Parties, par notification ecrite adressee par lettre recommandee avec accuse de reception.  ARTICLE VIII -DISPOSITIONS DIVERSES 8.1 -Modification substantielle des conditions d'execution du Contrat -adaptation du Contra! Les evenements suivants constituent un cas de modification substantielle d'execution du Contrat notarnment par amenagement du prix: • Variation des parametres d'activites du Contrat ayant servi de base a la determination des obligations du Prestataire par l'ajout, suppression, modification et/ou remplacement de tout ou partie des equipements de l'Installation, la Modification des conditions d'intervention ou la Modification des operations de maintenance. • Modification irnportante de l'inventaire des Equipements ou de ses caracteristiques techniques, 
12.0;11/05/2020;IOT VALLEY - Contrat avec signatures;• Changement de legislation ou de reglementation ayant un impact considerable sur Jes conditions de maintenance des Equipements, • En cas de variation du perirnetre de plus ou moins 20% du nombre de Site confie par le Client au Prestataire par rapport a ce nombre a la date de la signature du present Contrat. Les Parties conviennent de se rencontrer a I' initiative de l'une ou I' autre a I'occasion de tout evenement sus indique et de negocier de bonne foi !'adaptation du present Contrat et la redaction du ou des avenants necessaires. A defaut d'accord entre les Parties dans un delai de 30 jours suivant la demande formulee par l'une des Parties, le present Contrat pourra etre resilie dans les conditions de !'article 9.2 « Resiliation anticipee ». 8.2 -Cession du contrat Les Parties declarent que le present contrat est regi par l'intuitu personae et aucune des Parties ne pourra le transferer en tout ou partie a un tiers sans l'accord prealable ecrit de l'autre Partie. Toutefois, en cas de cession resultant d'une operation de restructuration, notamment par voie d'apports partiels d'actifs, fusion, absorption, scission, changement de controle, chacune des Parties pourra ceder ou transferer tout ou partie de ses droits et obligations au titre du present contrat a toute societe ou personne, sur notification ecrite a l'autre Partie, sauf dans le cas ou un tel transfert ou une telle cession entrainerait une modification des capacites du cessionnaire incompatible avec la poursuite de !'execution du present contrat. 
13.0;11/05/2020;IOT VALLEY - Contrat avec signatures;8.3 -Clause de non debauchage de personnel A compter de l'entree en vigueur du Contrat et pour une periode expirant douze mois apres !'extinction des relations contractuelles pour quel que motif que ce soit, chacune des Parties s'engage a ne pas debaucher ou tenter de debaucher, directement ou indirectement, Jes collaborateurs de l'autre Partie qui seraient intervenus a un moment quelconque dans I'execution du present Contrat. En cas de non-respect de !'obligation prevue a l'alinea precedent, la Partie defaillante devra a l'autre Partie a titre de dommages et interets en reparation de la violation de !'obligation, une indemnite egale a la remuneration annuelle brute, versee au collaborateur consideree durant Jes douze demiers mois. 8.4 -Confidentialite Les Parties s'engagent l'une envers l'autre pendant toute la duree du present contrat et sans limitation de duree apres la cessation de celui-ci, pour quelque cause que ce soit, a la confidentialite la plus totale, en s'interdisant de divulguer, directement ou indirectement, quelque information, connaissance que ce soit concemant l'autre Partie et ses modalites de fonctionnement auxquelles elle aurait pu avoir acces dans le cadre de !'execution du present contrat, a moins que lesdites informations et connaissances ne soient tombees dans le domaine public ou que leur divulgation soit rendue necessaire en vertu d'un reglement particulier ou d'une injonction administrative ou judiciaire. Chacune des Parties s'engage egalement a faire respecter cette obligation par tous Jes membres de son personnel concemes dont elle se porte garant a l'egard de l'autre Partie. 8.5 -References commerciales Le Prestataire est expressement autorise par le Client a faire reference, a des fins commerciales, a ses relations actuelles avec le Client et d'utiliser son logo, mentionner son nom et Jes prestations executees par le Prestataire dans le cadre du Contrat, aupres de ses clients et prospects, sur tous supports, tels que plaquettes, presentation de produits, liste de references, cd-roms, liens html, sites Internet... ARTICLE IX-DUREE DU CONTRAT-RESILIATION ANTICIPEE 9.1 -Duree du contrat 
13.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Le present contrat est conclu pour une duree determinee de 2 an(s), a compter du 01 Juillet 2020 (Date d'effet du present contrat). II se renouvellera par tacite reconduction par periode de 1 an(s), sauf denonciation par l'une ou l'autre Partie notifiee par lettre recommandee avec accuse de reception au moins trois mois avant !'expiration de la periode contractuelle en cours. 9.2 -Resiliation anticipee La defaillance de l'une des Parties est constatee en cas de: • manquement grave de cette Partie a l'une ou l'autre de ses obligations au titre du present Contrat, • redressement judiciaire, si, dans le delai legal, l'administrateur judiciaire n'a pas pris position ou a exprirne la volonte de ne pas poursuivre !'execution du Contrat, • liquidation judiciaire si dans le delai legal, le liquidateur n'a pas pris position ou a exprirne la volonte de ne pas poursuivre !'execution du Contrat 
13.0;11/05/2020;IOT VALLEY - Contrat avec signatures;• echec de !'adaptation du Contrat dans le delai de 30 jours en application des dispositions de !'article 8.1 ci-avant, Le present Contrat pourra etre resilie de plein droit par chaque Partie en cas de defaillance de l'autre Partie. Cette resiliation ne deviendra effective, sans autre formalite et sans prejudice de tous dommages et interets, 30 jours apres l'envoi par la Partie plaignante d'une lettre recommandee avec accuse de reception exposant Jes motifs de la resiliation, a moins que, dans ce delai, la Partie defaillante n'ait satisfait a ses obligations ou n'ait apporte la preuve d'un empechement consecutif a un cas de Force Majeure, fait d'un tiers ou faute de l'autre Partie. 
14.0;11/05/2020;IOT VALLEY - Contrat avec signatures;L'exercice de cette faculte de resiliation ne dispense pas la Partie defaillante de remplir les obligations contractees jusqu'a la date de prise d'effet de la resiliation. Le Prestataire devra notamment poursuivre !'execution des Prestations en cours et ce, jusqu'a leur terme. Cette resiliation interviendra sans prejudice de tous dommages et interets qui pourront etre reclames par la Partie plaignante. ARTICLE X -ELECTION DE DOMICILE -DROIT APPLICABLE -LITIGE IO.I -Election de domicile Pour !'execution du present contrat notamment pour les communications et notifications s'y rapportant, les Parties font election de domicile aux adresses suivantes Pour le Client: a l'adresse de son siege social Pour le Prestataire : I Allee Charles Cros, 31700 COLOMIERS I 0.2 -Droit applicable Le present contrat est regi et interprete conformement a la loi franŁaise. 10.3 -Litige et juridiction Les Parties s'efforceront de regler entre elles, de bonne foi et a l'amiable, tout litige qui surviendrait dans !'interpretation et/ou !'execution du present contrat et de ses suites. 
14.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"Tout litige qui ne pourrait etre resolu de cette maniere dans un delai d'un mois sera soumis a lajuridiction du ressort du siege social du Prestataire. Fait a Colomiers, le z.t;/ot:, I 'Z olO En deux exemplaires originaux, dates, signes et paraphes. ANNEXE 1 Fait a Le Ł ;? 2 /vG r i.D Le Client "
15.0;11/05/2020;IOT VALLEY - Contrat avec signatures;DESCRIPTION DE l INSTALLA110N 1.1 La liste du materiel et des appareils composant l'lnstallation, objet du contrat est la suivante : Designation Quantite Unite exterieure Climatisation 6Unite interieure Climatisation 7Cassette plafonnieres 221
15.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Thermostat de regulation 221VMC 6Caisson de ventilation 3Cumulus electrique 200L 1CTA Simple Flux 1
15.0;11/05/2020;IOT VALLEY - Contrat avec signatures;TGBT-TD-AD 7
16.0;11/05/2020;IOT VALLEY - Contrat avec signatures;ANNEXE2 PLANNING / GAMMES DE MAINTENANCE Description des prestations de maintenance effectuees lors des visites periodiques. Unite exterieure (type multi split system ou Twin, VRV, ORV) libelle operation Verification de !'absence de defaut Controle de l'etat et nettoyage de l'echangeur Controle et resserrage des connexions electriques Controle de l'etancheite circuit fluide frigorigene de l'equipement (voir Teq CO2) Renseignement du registre equipement (si charge fluide >3Kg) Renseignement du registre de securite si presence Controle du fonctionnement frigorifique de !'installation Controle de l'etat et du fonctionnement general Unite interieure (type split-system allege, cassette Libelle operation Nettoyage de la faŁade et des grilles (si besoin) Controle de l'etat de la filtration (Remplacement lx/an) Controle de l'etat de l'evaporateur Controle du bac a condensats et de son evacuation Controle du fonctionnement de la pompe de relevage de Controle de l'etat du ou des ensembles moto-ventilat Controle de !'absence de vibrations ou bruits anormauŁ Controle du fonctionnement de la regulation (com e t Controle et resserrage des connexions electriq Ł , Renseignement du registre de securite si prese Controle de l'etat et du fonctionnement gener Controle presence et fonctionnemen Nettoyage des bouches (si besoin) r Nettoyage du caisson (si besoin) Ł Verification des debits par bou Controle de l'etat et du foncf Periodicite 6 Mois 1 Annee 1 Annee 1 Annee 1 Annee 1 Annee 6 Mois 1 Annee Periodicite 6Mois 6 Mois 6 Mois 6 Mois 6 Mois 6 Mois 6 Mois 6 Mois 1 Annee 1 Annee 6Mois Periodicite 1 Annee 1 Annee 1 Annee 1 Annee 1 Annee 
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Cumulus -Chauffe-eau electrique (V < 400 Litres) Libelle operation -Periodicite Controle de !'absence de fuite rŁIA 1 Annee Verification du groupe de securite r,, Ł'l 1 Annee Controle des organes de commande (protection, coupure, fusibles, relais et interr:..Ł(W\) 1 Annee Controle et reglages des temperatures de stockage J!...Ł 
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;1 Annee Verification de la temperature ECS ŁŁ 1 Annee Controle du fonctionnement de la regulation en temperature rrŁŁ 1 Annee Verification fonctionnement et reglage du thermostat de securite Łl'ŁY 1 Annee t,, Controle de l'etat et du fonctionnement general ((Ł ')) 1 Annee 
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"Centrale de traitemeŁtŁŁitfLibelle operatioŁŁ Periodicite Controle de l'etat des revetements, manchettes et joints ;}ŁŁ 1 Annee Controle du(es) registre(s) d'air et de leurs accessoires @ŁŁ ((Ł 1 Annee Controle de l'etat des filtres et prefiltres (Remplacemen•ŁlŁ /7 '"" -, /Ł) -1 Annee Controle du fonctionnement du recuperateur de chaleulŁŁ,3'ilŁr rotatifiaŁ1«aurs, fluide caloporteur) "
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"1 Annee Controle de l'etat des batteries 1-Ł-J} _/tlŁ 1 Annee Verification de la temperature de protection du cirŁ.ŁilycoleŁ(Ł""') 1 Annee Controle fonctionnement des dispositifs de securitŁŁ. incendŁ 'f 1 Annee Controle et nettoyage du bac a condensats et q¢JbtLŁŁation -'-Ł'iY 1 Annee Controle de l'etat de la batterie electrique Ł\.Ł(I..._\ fft.!!Ł"" (/ "
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"1 Annee Controle et resserrage des connexions elec Łlq_l!.Ł t!lltŁ Ł'}) 1 Annee Verification de l'intensite absorbee moyen,,._ ..Ł':""lses des.l:tŁieŁfectriques 1 Annee Controle de l'etat et des fixations desŁŁ ntot6-ventilŁŁŁŁ-1 Annee Controle de l'etat des courroies des grAI --Łto-ventil.-feu.rŁ1 1 Annee Controle de l'etat et du fonctionner?festŁI Ł',.,.. Ł); 1 Annee "
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Ar .ŁŁ rique -ŁŁŁŁŁŁ e Ł'S: tide et protection !,__ Ł)-Libell€'oi)Łation Periodicite Verification de !'absence dŁfŁ---2' 'v/ 1 Annee Controle et remplacemel>t1ŁŁire des vovants de signalisation 1 Annee Nettoyage general de 1ŁŁ1 1 Annee 
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"Controle et resserra1uŁ :d&kŁxions electriques (Prestation Hors periode d'activite) 1 Annee Controle du relay/4'eJ Łial'Sormaux) 1 Annee Controle fonction'-._,';' -Ł,., ( Łs dispositifs de securite 1 Annee Verification de la tens'teo..e alimentation 1 Annee Verification de l'intensite absorbee moyenne des phases 1 Annee "
17.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Verification de l'equilibrage des phases en tete 1 Annee Controle de la presence des schemas electriques 1 Annee Verification de la commutation avec la GTB ou GTC si presence 1 Annee Controle de l'etat et du fonctionnement general 1 Annee Verification d'absence d'echauffement par Thermographie (hors Q19) 1 Annee 
18.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Armoires divisionnaires TGBT Libelle operation Periodicite Verification et mise a l'heure des horloges et programmateurs 1 Annee Verification et resserrage des connexions (Prestation Hors periode d'activite) 1 Annee Verification des contacts 1 Annee Controle du raccordement des masses metalliques a la terre de !'installation 
18.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"1 Annee Controle des isolements par colonne et par depart general 1 Annee Controle et verification des intensites en tete de chaque armoire Ł...,, 1 Annee Controle et verification des tensions en tete de chaque armoire \..""Ł') 1 Annee Controle de l'echauffement de l'appareillage (,'ŁŁ 1 Annee Verification d'absence d'echauffement par Thermographie (hors Q19) AŁJ, "
18.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"1 Annee Controle de l'echauffement des cables ItŁŁ 1 Annee Controle des calibres et du type des protections ��✓ 1 Annee Depoussierage et nettoyage interieur (si besoin) \Ł.t-... ""'» 1 Annee Verification des lampes et des voyants, remplacement si besoins A ... ,, J 1 Annee Verifications des dispositifs de protection differentielle ŁŁ "
18.0;11/05/2020;IOT VALLEY - Contrat avec signatures;"1 Annee Verification de la puissance mono ou triphasee rŁŁ 1 Annee Verification de l'equilibrage des phases [-Ł -)JJ 1 Annee Renseignement du registre de securite Ł"""")) 1 Annee Controle de l'etat et du fonctionnement general ,,...,,lzŁ""> 1 Annee .7 » "
19.0;11/05/2020;IOT VALLEY - Contrat avec signatures;ANNEXE3 Organisation humaine dediee au contrat Pour realiser la maintenance de votre projet nous avons prevu de mettre en place )'organisation suivante : ✓ 1 Pilote: Le manager d'activite. ✓ 1 Responsable Methode et Projet : ii aide a la mise en place du projet. ✓ 1 Technicien Responsable de projet : ii sera votre interlocuteur privilegie au quotidien. ✓ 
19.0;11/05/2020;IOT VALLEY - Contrat avec signatures;1 Technicien Binome : ii est forme sur vos installations afin de remplacer le Responsable de projet en cas d'absence. En details: ŁHerve F1inNii1n Responsable du contrat Manager d'activites Mathieu SOULIE BELREPAYRE Assistante de gestion Assistante de gestion Marine LAFARGE 
19.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Responsable methode et projet Responsable de projet Cedric LEPAN Responsable de projet Technicien de maintenance Eric LAPEYRE Technicien binome Technicien de maintenance Julio VAKIOZI Camion atelier« travaux rapide » 
19.0;11/05/2020;IOT VALLEY - Contrat avec signatures;Plombier chauffagiste Bruno ALQUIE 
0.0;01/01/2018;OTIS 2017;OTIS 01-décService Tertiaire CONTRAT DE MAINTENANCE OTIS Vous etes proprietalre ou gestionnaire d'un batiment equipe d'un ascenseur? La reglementation evolue et vos attentes sont fortes en matiere de service et de satisfaction des passagers. Pour repondre a vos besoins, Otis vous propose un contrat de maintenance adapte a votre utilisation de l'ascenseur. N° du contrat : 45OFYLOO / N° d'affaire : 45OFYLOO001 Adresse de !'installation RUE PIERRE ET MARIE CURIE 
0.0;01/01/2018;OTIS 2017;31670 LABEGE Contrat etabli entre IOTVALLEY-LOCATAIRE APREAM -N° SIREN represente par agissant en qualite de Adresse 231 RUE PIERRE ET MARIE CURIE 31670 LABEGE Tel. 05 82 08 07 87 Fax 
0.0;01/01/2018;OTIS 2017;"Et la societe Otis Adresse Agence Service de Toulouse 22, Rue Jean Monnet 31242 L' UNION Cedex Tel. 05 34 25 63 00 Fax 05 34 25 63 01 OTIS LINE a votre ccoute 2411/24 el 7J/7 pour toute demande d'inte1ventron 0 800 24 24 07 (appel gratuIt depuis un poste fixe) Ct. S1e9e Soua1 3 plac;, de 13 Pyrmmde La De•ense 9. 928QO Pu:eau, Adri'sse Pos•ale 9.0U L, C r,n,-Cc.-!f• Te 01 4li 916000 "
1.0;01/01/2018;OTIS 2017;"Maintenance Otis Service Tertiaire > Dans le cadre de la reglementation sur la Securite des Ascenseurs Existants11>, Otis s""engage sur des objectifs de service mesurables dans 4 domaines > La Maintenance de votre ascenseur, > La reparation et le remplacement de Materiel, > La rapidite d'lntervention de nos equipes, > La Communication avec le proprietaire et les utilisateurs. Base Options Repere "
1.0;01/01/2018;OTIS 2017;l[M a i n ten an c e • Organisalton du plan de maintenance visites regulieres espacees au maximum de 6 semaines. visites semP-sII ielles. visites annuelles comprenanl notammenl le nettoyagc clu 1011 rte cabine, du foml de cuvette el du local de machines • Elude de securite (decret n° 2008 1325) Maintenance preventive supplementa1re. Page 7 l[Materiel 
1.0;01/01/2018;OTIS 2017;Contra! Minimill 1epara11on ou 1omplacemen1 des pieces listees pour le co11Irat Minimal Contrat Ftenclu reparatio11 ou ,emplacement des pieces listees pour lo contrat Etendu. Page 8 ll)ntervention • Dela, maximum r1'arrivee sur place pour hberer un passager bloQ11e en cabine : 1 heure 
1.0;01/01/2018;OTIS 2017;"• Intervention pour 11epannage 7jl7. c!e 811 a t 7h. dans un clelai maximum rte 6 heuIes. 1. Intervention pour depannage 7J/7 de 8h a 19h. clans un dela, maximum rte 4 heures 2. Intervention pour depannage 7J/7, 24h/?4 dans un del;:ii maximum de Ł heures la 1ourncr. r.t rte 8 I1eureŁ la nu,t "
1.0;01/01/2018;OTIS 2017;3 Seton 111 1r.cl1notoq1e de votrn asr.enseur possib1t11e de souscrire le contra! Elite Page 9 l[communication • Un contact commcrcial personnatise • OTIS t lNE : au:ess1ble 241>/24 et 7j/7 • Carnet cl'cntrelien eleclronique el rapport 
1.0;01/01/2018;OTIS 2017;annunl d'aclivilc s111 www otis.corn • L'1nformatio11 µar e mail (ou fax) en cas d'ascenseur arrete • Rencontre du lechnicien avec le proprietaire ou son representant. Information systemaliquo Pilr e-mail (011 fax) avellissanl d 111> appal traitc pa, OTIS I INE puis do1111a111 le compte-ieodu 
